Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,obj,stream,xref,trailer,startxref,filesize_kb,Colors_gt_224
2,0,1,5,0,0,0,0,0,0,0,0,0,58,22,2,0,1,213.27156479888478,0
1,0,1,1,0,1,1,0,0,0,1,0,0,81,100,3,3,4,2906.730439971043,0
1,0,0,3,0,0,0,0,0,0,0,0,0,37,4,0,1,1,0.9083401409962057,0
0,0,0,1,2,0,0,0,0,0,0,0,0,46,1,1,1,1,40.61536249053585,0
3,0,0,2,1,0,1,0,0,0,0,0,0,55,0,1,1,1,23.564581540705575,0
1,0,0,2,0,0,1,1,0,0,0,0,1,43,101,0,0,1,47.62139034651338,0
1,0,0,1,0,0,0,0,0,0,0,0,0,28,1,0,1,1,32.728431887641676,0
0,1,0,4,5,0,0,1,0,1,0,9,1,84,17,1,1,2,14.658082878760474,0
3,0,0,0,2,0,0,0,0,0,0,0,0,59,1,0,1,1,24.532261498625676,0
4,0,1,1,1,2,2,0,0,0,0,1,0,81,124,4,0,10,73.4016476223412,0
3,0,0,1,1,0,1,0,0,0,0,0,0,47,2,1,1,1,50.879451731011244,0
1,0,3,0,0,0,0,0,0,0,0,0,0,42,5,0,0,6,81.64011957753425,0
3,0,1,1,1,1,1,0,0,0,1,0,0,86,200,3,3,3,3239.632128496171,0
1,0,0,1,0,0,0,0,0,0,0,0,0,60,1,1,1,1,14.373337077187948,0
1,0,0,1,2,0,1,0,0,0,0,0,0,12,1,1,1,1,23.742302593508725,0
2,0,0,3,4,0,1,1,0,0,0,0,0,2,5,1,1,1,39.38534733692855,0
2,0,0,1,1,0,1,1,0,0,0,0,0,50,7,1,1,1,18.200196726932678,0
0,0,1,0,1,1,1,1,0,0,0,1,1,49,5,0,12,1,40.40046520119726,0
4,0,2,0,0,0,0,0,0,0,0,0,0,285,51,5,5,1,83.49219151080821,0
1,0,0,2,3,0,1,1,0,0,0,1,1,34,5,1,1,1,20.277162838442834,0
1,1,0,4,5,0,0,1,0,1,0,9,1,51,66,1,1,2,410.13021841983686,0
2,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,2,1,18.375492270075025,0
13,0,1,0,0,1,0,0,0,0,0,0,0,0,10,2,2,2,161.92636964979766,0
0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,30.273921581536733,0
1,0,0,0,6,0,0,0,0,0,0,0,0,44,6,1,1,1,18.061815695762576,0
1,0,0,1,1,0,1,0,0,0,0,0,1,32,2,1,1,1,62.99153866141775,0
0,0,0,1,1,0,1,0,0,0,0,0,0,57,2,1,1,1,33.2702944612431,0
1,0,0,2,3,0,1,1,0,0,0,0,1,1,1,1,1,1,2.2427514947551224,0
0,0,1,0,0,0,0,0,0,0,0,0,0,24,12,2,2,2,209.60356463192574,0
1,0,0,1,3,0,1,1,0,0,0,0,0,8,0,1,1,1,6.3018660800488036,0
1,0,0,1,2,0,0,0,0,0,0,0,0,4,4,1,1,1,48.54596060138677,0
1,0,8,0,0,0,0,0,0,0,0,0,0,38,5,10,7,5,242.54473974224663,0
1,0,0,0,1,0,1,0,0,0,0,0,0,19,4,1,15,1,2.846281895409959,0
1,0,6,1,1,0,1,0,0,0,0,0,0,8,2,0,1,1,2.515914454695878,0
1,0,0,1,2,0,0,0,0,0,0,0,0,20,1,0,0,2,26.031208067846233,0
3,0,0,2,3,0,1,1,0,0,0,0,0,49,5,1,1,1,71.17971566072302,0
0,0,0,3,2,0,1,0,0,0,0,0,0,7,2,1,1,1,15.244574380163566,0
1,0,60,0,1,1,0,0,0,0,0,0,0,34,61,10,30,4,255.95339071516065,0
2,0,1,1,2,0,0,0,0,0,0,0,0,33,5,2,7,4,167.90678900460907,0
3,0,2,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,19.386307185319016,0
1,0,0,3,4,0,0,0,0,0,0,0,0,38,3,1,1,1,23.855417846295744,0
5,0,0,0,0,0,0,0,0,0,0,0,0,45,10,2,2,2,266.59740405785135,0
27,1,2,4,5,0,0,0,0,0,0,0,0,298,38,1,30,12,39.98507166964876,0
0,0,0,0,0,0,2,1,0,0,0,1,1,5,8,2,0,2,81.46144786235273,0
4,0,0,0,0,0,1,0,0,0,0,0,0,72,11,2,4,6,382.4638430169915,0
1,0,0,1,1,0,0,1,0,0,0,0,0,77,5,0,0,1,51.965417167852735,0
1,0,0,1,2,0,0,0,0,0,0,0,0,24,2,1,1,1,41.097549525752484,0
11,1,0,4,5,0,0,0,0,1,0,9,0,101,30,1,1,2,696.4216049120055,0
35,0,0,0,0,3,2,3,0,0,0,1,1,13,7,9,15,6,31.74626623505801,0
3,0,0,1,1,0,1,0,0,0,0,0,0,57,0,0,0,0,41.36503052161973,0
15,1,0,4,5,0,0,1,0,1,0,9,1,59,24,1,1,2,3.3483946834327583,0
15,0,4,4,5,0,0,0,0,0,0,0,1,452,25,1,0,1,168.66400589304774,0
2,0,2,0,0,0,0,1,0,0,0,0,0,26,2,1,0,1,10.620554953474997,0
4,0,5,0,4,0,0,0,0,0,0,0,0,50,1,1,30,1,5.4560528264824875,0
0,0,0,1,2,0,1,0,0,0,0,0,0,49,2,1,1,1,42.59686148893415,0
2,0,0,1,0,0,0,0,0,0,0,0,0,21,4,1,1,0,43.50843443590392,0
1,0,0,1,0,0,1,0,0,0,0,0,0,29,4,1,1,1,125.01750798048083,0
4,0,0,2,3,0,1,1,0,0,0,0,0,16,2,1,1,1,50.77658343560317,0
8,1,0,4,5,0,0,1,0,1,0,9,1,95,34,1,1,2,885.3264418505885,0
2,0,0,1,1,1,1,0,0,0,0,0,0,49,5,3,1,0,9.193443679667919,0
1,0,0,1,2,0,0,0,0,0,0,0,0,46,4,1,1,1,40.07605130752291,0
3,0,0,3,4,0,1,1,0,0,0,0,0,53,6,1,1,1,44.97359837158339,0
3,0,0,0,0,0,0,0,0,0,0,0,0,74,8,2,0,2,275.5032715414681,0
3,0,0,0,6,2,1,0,0,0,0,0,0,48,64,0,4,4,85.29431314813881,0
1,1,0,4,5,0,0,0,0,1,0,0,1,75,18,1,1,2,592.2680983384898,0
3,0,0,2,3,0,1,0,0,0,0,0,0,14,4,1,1,1,18.617272836671287,0
1,0,0,0,0,0,1,1,0,0,0,0,1,51,4,1,1,1,50.68221554282404,0
1,0,0,1,2,0,0,0,0,0,0,0,0,14,0,0,1,0,20.484309814031498,0
2,0,0,3,2,0,1,0,0,0,0,0,0,33,3,1,1,1,42.09843241732722,0
3,0,5,0,0,0,0,0,0,0,0,0,0,62,7,1,1,1,54.3413504486316,0
9,1,0,4,5,0,0,0,0,1,0,9,1,77,33,1,1,2,86.01119132051146,0
17,1,0,4,5,0,1,1,0,1,0,9,1,91,27,1,1,2,2264.6557603835636,0
4,0,0,0,1,0,1,0,0,0,0,0,0,48,77,1,1,3,253.32650837373575,0
14,1,0,4,5,0,0,1,0,1,0,9,1,99,24,1,1,2,2403.2382093696165,0
1,0,0,1,2,0,1,0,0,0,0,0,0,29,2,1,1,1,42.94150147934617,0
0,0,0,2,6,0,0,1,0,0,0,0,0,58,0,0,0,1,59.863140162006175,0
1,0,0,3,3,0,0,0,0,0,0,0,0,9,6,1,1,1,48.03508930578668,0
1,0,1,1,1,0,1,0,0,0,0,0,0,43,49,0,1,0,242.02480305603316,0
2,0,0,3,3,0,1,1,0,0,0,0,0,23,4,1,1,1,9.001319342656208,0
3,0,2,0,0,0,0,1,0,0,0,0,0,59,18,0,0,1,635.2702405607653,0
1,0,0,1,0,0,0,0,0,0,0,0,0,42,3,1,1,1,6.56585784747883,0
3,0,0,2,3,0,0,1,0,0,0,0,1,9,1,0,0,1,50.497067848687045,0
1,0,2,5,0,0,0,0,0,0,0,0,0,36,26,0,0,1,292.682561711836,0
0,0,2,0,2,0,0,2,1,0,0,0,0,39,31,7,0,1,36.25954285709858,0
0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,1,0,19.364181887575167,0
0,0,0,3,3,0,1,1,0,0,0,0,0,39,3,1,1,1,11.215974444448088,0
4,0,1,1,1,1,1,0,0,0,1,0,0,85,198,3,3,4,2614.1301786765357,0
1,0,2,1,0,0,0,1,0,0,0,0,0,31,2,0,0,1,204.71483057429157,0
4,0,1,0,0,0,0,0,0,0,0,0,0,81,13,2,2,2,395.03931323667655,0
2,0,0,13,1,1,1,0,0,0,0,0,0,42,120,1,1,4,22.831091276002315,0
24,0,2,0,0,0,1,0,0,0,0,0,0,376,72,22,22,1,293.90622021652814,0
3,0,0,0,0,1,2,5,0,0,0,1,1,79,5,6,0,6,67.47727695390006,0
5,0,1,1,1,1,1,0,0,0,1,0,0,58,113,3,3,3,403.4086274515836,0
14,0,0,0,0,1,0,0,0,0,0,1,1,59,6,18,0,1,181.13789165925655,0
3,0,0,1,0,0,0,0,0,0,0,0,0,15,4,1,1,1,15.4452215680506,0
5,0,2,0,19,10,0,5,0,0,0,0,0,165,40,22,22,12,149.29829517370771,0
1,0,0,0,0,0,0,1,0,0,0,0,0,59,9,1,1,1,71.5179105101746,0
1,0,0,1,3,0,1,0,0,0,0,0,0,2,1,0,1,1,5.742470292275364,0
1,0,2,0,0,0,0,1,0,0,0,0,0,263,23,0,0,1,339.660958970514,0
22,0,0,0,0,3,2,3,0,0,0,1,1,38,4,9,15,6,31.3674758861542,0
1,0,0,1,2,0,1,0,0,0,0,0,0,18,2,1,1,1,3.5021864856272344,0
12,1,0,4,4,0,0,0,0,1,0,0,0,314,9,1,1,2,1044.4616874330045,0
2,0,0,1,2,0,1,0,0,0,0,0,0,8,1,30,1,1,52.415361655279895,0
4,0,2,0,0,0,0,0,0,0,0,0,0,3,53,5,1,1,145.51772721009627,0
6,0,0,1,1,1,1,0,0,0,1,0,0,103,180,3,3,4,2708.1157883592437,0
1,0,2,0,0,0,0,1,0,0,0,1,1,22,10,0,0,31,621.9466186994572,0
2,0,0,0,0,0,0,0,0,0,0,0,0,78,8,2,2,2,9.316666865792895,0
0,0,0,0,0,0,1,1,0,0,0,0,1,41,7,9,0,1,52.35153788957422,0
1,1,0,4,5,0,0,0,0,1,0,9,1,84,25,1,1,2,636.6148734280583,0
2,0,1,0,0,0,0,0,0,0,0,0,0,52,7,2,2,2,327.2217041408184,0
2,0,0,1,2,0,1,0,0,0,0,0,0,3,1,1,1,1,22.15928011236068,0
0,0,0,2,2,0,1,1,0,0,0,0,0,15,1,1,1,1,20.82761567114868,0
1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,1,1,2.861724474919182,0
2,0,0,1,2,0,1,0,0,0,0,0,0,27,3,0,1,1,206.46386763627865,0
5,0,1,1,1,1,0,0,0,0,1,0,0,734,179,4,3,3,228.8383391880069,0
0,0,2,0,0,0,0,1,0,0,0,0,0,100,22,0,0,1,251.44629789663838,0
1,0,0,1,2,0,0,0,0,0,0,0,0,45,1,0,1,0,33.781159407844214,0
18,0,0,4,1,0,1,0,0,0,0,0,0,341,7,1,5,1,218.2330978711409,0
2,0,2,0,0,0,0,0,0,0,0,0,0,481,41,4,30,7,180.8068141614127,0
4,0,0,0,0,0,0,0,0,0,0,0,0,64,8,2,2,2,77.27530613354763,0
2,0,0,0,1,0,1,0,0,0,0,0,0,27,1,1,1,1,28.447735424087575,0
2,0,0,1,1,0,1,0,0,0,0,0,0,20,1,1,1,1,23.60937236798113,0
20,0,35,19,0,10,0,1,0,0,0,0,0,188,55,30,22,12,251.3625345637529,0
1,0,1,1,0,0,0,1,0,0,0,0,0,21,3,0,0,1,22.379581016587732,0
1,0,0,1,2,0,0,1,0,0,0,0,0,27,5,1,1,1,5.517307061602615,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,1,35.1097754225479,0
2,0,2,5,1,0,1,1,0,0,0,0,0,47,70,1,0,1,291.6574546558947,0
1,0,0,1,2,0,0,0,0,0,0,0,0,6,2,0,1,1,1.899900108054613,0
2,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,1,2,19.81897780384482,0
41,0,0,0,0,3,2,3,0,0,0,1,1,0,1,0,15,6,8.941733987266902,0
2,0,0,1,3,0,0,1,0,0,0,0,0,37,1,0,1,1,274.0081327629348,0
10,0,0,0,0,3,2,3,0,0,0,1,1,64,6,9,15,6,49.55253634103326,0
1,0,0,0,0,0,0,0,0,0,0,0,1,25,8,2,2,2,67.09706624322534,0
1,0,0,1,2,0,1,0,0,0,0,0,0,6,1,0,1,0,27.12201818091634,0
20,1,0,4,5,0,0,1,0,1,0,9,1,72,28,1,1,31,228.0074444085912,0
1,0,0,1,2,0,1,0,0,0,0,0,0,31,3,0,1,0,19.4194773604064,0
1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,40.510901503384666,0
3,0,0,1,1,0,0,0,0,0,0,0,0,33,5,2,2,2,22.7741869486906,0
2,0,0,1,2,0,0,0,0,0,0,0,0,9,4,1,1,1,9.351482572167349,0
49,0,0,0,0,3,2,3,0,0,0,1,1,21,7,9,15,6,15.435243889409929,0
4,0,0,1,2,0,1,0,0,0,0,0,0,33,7,1,1,1,46.51569222085462,0
0,0,2,0,0,0,0,1,0,0,0,0,0,64,20,0,0,1,55.19723179058403,0
1,0,0,1,0,0,0,0,0,0,0,0,0,21,1,1,1,1,28.298111286220884,0
2,0,0,1,1,0,1,5,0,0,0,0,0,69,6,1,2,4,364.47269193271813,0
1,0,0,1,2,0,1,0,0,0,0,0,0,49,7,1,1,1,134.32194066860757,0
26,0,0,19,6,0,1,0,0,0,0,0,0,59,92,1,1,20,214.9810613777927,0
2,0,0,0,0,0,1,0,0,0,0,0,0,56,6,1,1,1,251.48737977067648,0
2,0,0,3,1,0,0,0,0,0,0,0,0,39,1,0,0,1,70.38293080123876,0
6,1,0,4,5,0,0,0,0,1,0,9,1,78,37,1,1,2,572.1924479343121,0
0,0,10,0,0,1,0,0,0,0,0,0,0,375,3,30,31,10,206.73813525291825,0
1,0,4,0,0,0,0,0,0,0,0,0,0,510,7,0,18,33,274.26445279268813,0
0,0,2,0,0,0,1,1,0,0,0,0,0,73,19,0,0,1,29.05677312785412,0
3,0,0,1,2,0,0,0,0,0,0,0,0,66,22,0,0,0,400.04928448251343,0
0,0,0,1,2,0,0,0,0,0,0,0,0,44,18,0,1,0,8.756575409131663,0
2,0,35,0,0,0,0,0,0,0,0,0,0,29,16,0,0,1,155.55336711986095,0
4,0,0,1,2,0,1,0,0,0,0,0,0,71,6,1,1,1,57.75825108950983,0
0,1,0,4,5,0,0,0,0,1,0,0,0,47,33,1,1,2,152.6375806623616,0
22,1,0,4,5,0,0,0,0,1,0,9,0,99,37,1,1,2,858.0781625773052,0
1,0,0,0,3,0,0,0,0,0,0,0,0,53,5,1,1,1,67.23600434519007,0
2,0,1,0,0,0,0,0,0,0,0,0,0,68,12,2,2,2,193.5082625029154,0
1,0,0,0,0,0,0,1,0,0,0,0,0,47,2,1,1,1,36.64786577446486,0
0,0,0,0,3,0,1,1,0,0,0,0,0,19,9,1,1,1,30.742928484889255,0
2,0,0,1,0,0,0,0,0,0,0,0,1,2,8,12,10,2,301.5799418462036,0
1,0,2,0,0,0,0,0,1,0,0,0,0,155,31,0,0,0,42.24527025164332,0
2,0,0,0,0,0,0,1,0,0,0,0,0,40,23,1,1,1,30.728157085271775,0
4,0,1,0,1,1,1,0,0,0,1,0,0,543,197,22,10,3,188.1241948879666,0
2,0,0,2,3,0,1,1,0,0,0,0,0,12,0,1,1,1,39.63055656137804,0
16,1,0,4,5,0,0,1,0,1,0,9,1,100,31,1,1,2,823.5350559740009,0
3,0,0,1,1,0,1,0,0,0,0,0,0,46,4,1,1,1,33.536657643280606,0
0,0,0,0,0,0,0,0,0,0,0,0,0,79,29,0,0,1,226.17342194286152,0
3,0,0,1,3,0,1,0,0,0,0,0,0,32,0,1,1,1,20.119895752933896,0
3,0,0,2,4,0,0,1,0,0,0,0,0,43,26,0,0,1,62.55733969145095,0
1,0,0,2,3,0,1,0,0,0,0,0,0,19,4,1,1,1,10.43991090362162,0
0,0,0,2,3,0,1,1,0,0,0,0,0,12,2,1,1,1,57.274653279510716,0
5,0,0,1,1,1,1,2,0,0,1,0,0,101,162,4,4,4,2194.0163494374124,0
6,1,0,4,5,0,0,1,0,1,0,9,1,53,5,1,1,2,12.931252206285983,0
22,0,2,13,1,10,1,2,0,0,0,3,0,9,25,22,4,3,219.18122789243608,0
4,0,0,0,0,0,0,0,0,0,0,0,0,43,5,1,0,7,41.59015514130873,0
3,0,1,1,1,1,1,0,0,0,1,0,0,95,160,4,3,3,105.05754972046928,0
3,0,0,1,6,0,0,0,0,0,0,0,0,60,4,1,1,1,74.01259764086593,0
3,0,0,1,2,0,1,0,0,0,0,0,0,21,7,1,1,3,1.2981323981254853,0
11,1,0,4,5,0,0,1,0,1,0,9,1,67,23,1,1,2,13.826169007942266,0
21,0,0,0,0,3,2,3,0,0,0,1,1,39,1,9,15,6,4.219664701893077,0
0,0,0,1,3,0,1,0,0,0,0,0,0,20,2,1,1,1,44.32338106045883,0
0,0,0,1,2,0,0,0,0,0,0,0,0,27,1,1,1,1,14.420249440611297,0
2,0,0,0,0,0,0,1,0,0,0,0,0,39,21,1,0,1,45.99785698037776,0
18,0,2,13,0,10,0,15,1,0,0,0,0,248,38,22,22,12,277.6726308472413,0
21,0,0,0,0,3,2,3,0,0,0,1,1,43,1,9,15,6,32.89795197429929,0
2,0,6,1,0,0,0,0,0,0,0,0,0,556,28,4,0,1,322.8410978942293,0
1,0,0,1,1,0,1,0,0,0,0,0,0,44,3,0,1,0,1296.6108242994321,0
3,0,0,2,3,0,1,1,0,0,0,0,1,47,5,1,1,1,65.70241247617308,0
7,1,0,4,5,0,0,1,0,1,0,9,1,639,30,1,1,2,841.0791065470657,0
4,0,0,1,1,0,0,0,0,0,0,0,0,43,16,0,1,1,28.028160012762108,0
1,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,1,1,18.34511921167711,0
1,0,0,1,3,0,1,1,0,0,0,0,0,7,4,1,1,1,10.96792177545722,0
5,0,0,1,1,1,1,0,0,0,1,0,0,59,3,4,12,4,43.71813824408019,0
1,0,0,1,1,0,0,1,0,0,0,0,0,47,15,0,0,1,49.55388595681558,0
4,0,0,1,1,1,1,2,0,0,1,0,1,88,206,3,4,4,102.76468311429237,0
2,0,1,0,0,0,0,0,0,0,0,0,0,71,10,2,2,2,334.8024827307552,0
1,0,0,1,1,0,1,0,0,0,0,0,0,41,1,1,1,1,6.726754179527395,0
1,0,6,1,1,0,0,0,0,0,0,0,0,38,2,0,0,0,13.358968911788299,0
2,0,0,1,1,0,1,1,0,0,0,1,0,18,4,0,1,1,3.5858789901282275,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,5,1,1,1,34.13117155838974,0
3,0,0,0,0,1,2,0,0,0,0,1,1,57,6,2,2,2,84.96560914515644,0
1,0,0,1,2,0,0,0,0,0,0,0,0,38,0,0,1,0,8.657029454187718,0
3,0,1,1,1,1,1,2,0,0,1,0,0,101,158,5,3,4,2619.2970719572613,0
1,0,0,0,0,1,2,5,0,0,0,1,1,94,21,0,0,1,52.50603987265414,0
0,0,0,0,1,0,1,0,0,0,0,0,0,42,5,1,1,1,17.784739938452923,0
1,0,2,0,0,0,0,0,0,0,0,0,0,40,34,0,0,1,196.8591158845113,0
2,0,0,1,2,0,0,0,0,0,0,0,0,11,2,1,1,1,12.710861672333408,0
1,0,0,1,0,0,0,0,0,0,0,0,0,25,4,1,0,1,102.8180104152167,0
12,1,0,4,5,0,1,1,0,1,0,9,1,57,23,1,1,2,2112.449306449782,0
6,0,1,1,1,1,1,0,0,0,1,0,0,103,187,3,3,3,65.39467105380959,0
1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,1,10.041255960911805,0
1,0,0,1,0,0,0,0,0,0,0,0,0,15,4,1,1,1,30.327592390880014,0
0,0,1,0,0,3,2,0,0,0,0,0,1,47,148,0,10,10,37.57236346934995,0
17,1,0,4,5,0,0,1,0,1,0,9,1,89,25,1,1,1,739.4527843396169,0
4,1,0,4,5,0,0,1,0,1,0,9,1,82,30,1,15,2,738.7951328923498,0
5,0,2,13,19,0,0,1,0,0,0,0,0,495,17,7,3,12,858.2219060590451,0
13,1,0,4,5,0,0,1,0,1,0,9,1,79,35,1,1,2,556.7401247851126,0
0,0,0,1,2,0,0,0,0,0,0,0,0,10,0,1,1,1,11.17331415982889,0
4,1,0,1,1,0,0,1,0,0,0,0,1,90,35,1,1,2,2033.4804589940761,0
2,0,0,5,2,0,0,0,0,0,0,0,0,1,2,1,1,1,51.95068023422971,0
3,0,60,0,1,1,2,0,0,0,1,0,0,49,2,3,12,3,319.0819780948421,0
0,0,6,0,0,0,0,0,0,0,0,0,0,45,3,0,0,1,51.862817344401364,0
5,0,0,0,0,0,1,0,0,0,0,0,0,74,9,2,2,39,94.63313918585258,0
1,0,0,1,0,0,0,0,0,0,0,0,0,27,1,0,0,0,47.73945270347076,0
0,1,0,4,5,0,1,1,0,1,0,9,1,95,29,1,1,1,26.03409407789076,0
48,0,0,0,0,0,1,1,0,0,0,0,0,53,7,1,10,1,23.919623912439764,0
2,0,0,2,6,0,1,9,0,0,0,0,0,350,23,1,0,1,174.80172024102077,0
14,1,0,13,5,0,0,1,0,0,0,9,1,29,20,1,7,2,438.30855059700673,0
5,1,0,4,5,0,1,1,0,1,0,9,1,29,17,1,1,2,302.79777396580346,0
1,0,3,0,0,0,0,1,0,0,0,0,0,27,62,0,0,1,463.81623704770493,0
3,0,0,1,2,0,0,0,0,0,0,0,0,19,0,0,1,0,23.377167253934164,0
9,1,0,0,5,0,0,1,0,1,0,9,1,54,26,1,1,2,13.021361798241923,0
2,0,0,3,4,0,0,0,0,0,0,0,0,47,7,1,1,1,29.99899541388037,0
2,0,0,0,0,0,0,0,0,0,0,0,0,46,6,1,1,1,3.7594384641242975,0
1,0,0,5,2,0,1,0,0,0,0,0,0,28,5,1,1,1,33.3150793930196,0
2,0,0,0,0,0,0,0,0,0,0,0,0,68,12,2,2,2,85.77420314273597,0
3,0,0,1,3,0,1,0,0,0,0,0,0,7,5,1,1,1,26.231255438590036,0
4,1,0,4,5,0,0,0,0,1,0,0,0,32,29,1,1,2,5.592625492316614,0
4,0,0,0,1,1,1,2,0,0,1,0,0,89,167,3,5,4,80.48391244402224,0
3,0,52,0,1,0,1,1,0,0,0,0,0,134,101,22,4,4,66.58665388955123,0
1,0,0,0,0,0,0,1,0,0,0,0,0,51,7,1,1,1,19.240478671777616,0
23,0,0,1,1,0,1,0,0,1,0,0,0,87,7,1,1,2,2380.037797753498,0
7,1,0,4,5,0,0,1,0,1,0,9,1,56,5,1,1,2,30.087528576600597,0
1,0,0,3,1,0,1,0,0,0,0,0,0,32,2,1,1,1,66.17203160442685,0
1,0,0,1,1,0,1,1,0,0,0,0,0,47,2,1,1,0,88.17587662195365,0
0,0,0,0,6,0,0,0,0,0,0,0,0,24,3,1,1,1,22.4876919979002,0
1,0,0,1,2,0,0,1,0,0,0,0,0,62,21,0,0,0,48.73506281488593,0
0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,0,0,1,630.7218803967768,0
2,0,0,1,1,0,1,0,0,0,0,1,0,19,1,1,1,1,62.61166535468861,0
2,0,1,0,0,0,0,0,0,0,0,0,0,36,12,2,2,2,261.66626011267135,0
36,0,0,0,19,4,0,0,1,0,0,0,0,233,46,3,22,39,232.86554761084784,0
1,0,0,1,4,0,1,0,0,0,0,0,0,62,31,5,1,1,13.2907787852969,0
1,0,0,1,2,3,0,0,0,0,0,0,0,1,3,1,1,1,10.4362870491961,0
1,0,0,0,0,0,1,0,0,0,0,0,0,64,9,30,2,2,65.94407714519429,0
4,0,2,5,19,0,0,0,0,0,0,0,0,73,72,22,10,7,245.74861261761566,0
1,0,7,1,2,0,0,0,0,0,0,0,0,49,1,22,4,1,82.61521249392507,0
0,0,0,1,2,0,1,1,0,0,0,0,0,26,1,1,1,1,13.540293084552019,0
1,0,0,1,2,0,0,0,0,0,0,0,0,11,2,0,1,1,13.028323865629014,0
17,1,0,4,5,0,0,1,0,1,0,9,1,92,40,1,1,6,73.69758716260826,0
0,0,0,0,1,1,1,5,0,0,0,1,0,61,8,1,10,7,39.27858438414866,0
2,0,1,0,0,0,0,1,0,0,0,0,0,21,7,1,5,1,2.5803821902976907,0
2,0,1,0,0,0,0,9,0,0,0,0,0,71,7,2,2,2,47.18059748761013,0
1,0,0,1,2,0,0,0,0,0,0,0,0,66,0,0,1,1,35.68559697767198,0
1,0,0,2,3,0,1,0,0,0,0,0,0,38,3,1,1,1,15.377427410485316,0
1,0,0,1,3,0,1,1,0,0,0,0,0,39,4,1,1,1,13.99148741777758,0
1,0,0,1,2,0,0,0,0,0,0,0,0,31,2,0,1,1,56.23096491985022,0
3,0,0,1,0,0,0,0,0,0,0,0,0,62,4,1,0,1,305.62370418124044,0
3,0,1,0,0,0,0,0,0,0,0,0,0,58,14,2,2,2,163.97084047629704,0
1,0,0,1,1,0,1,0,0,0,0,0,0,52,3,1,1,1,32.555028934610334,0
2,0,0,1,2,0,0,0,0,0,0,0,0,36,4,0,0,1,62.41351853864829,0
0,0,0,1,1,0,1,0,0,0,0,0,0,5,4,1,1,1,47.59150651533343,0
2,0,52,0,1,0,0,0,0,0,0,0,0,276,64,6,22,3,280.0277986406914,0
2,1,0,1,5,0,1,1,0,1,0,9,1,36,57,1,1,2,577.288935252554,0
1,0,0,1,2,0,1,0,0,0,0,0,0,48,13,0,1,1,18.406216819259996,0
3,0,0,1,2,1,0,0,0,0,1,0,0,69,4,0,3,3,102.85911268306155,0
26,0,0,0,0,3,2,3,0,0,0,1,1,14,1,9,15,6,2.0969090292884935,0
1,0,0,1,2,0,1,0,0,0,0,0,0,20,4,1,1,1,7.3408465934786555,0
1,0,0,2,3,0,1,0,0,0,0,0,1,32,1,1,1,1,23.81941630110254,0
0,0,0,2,3,0,0,1,0,0,0,0,0,44,16,1,1,1,26.808789409437914,0
19,1,0,4,5,0,0,1,0,1,0,9,1,105,27,1,1,2,728.3130797022129,0
2,0,2,19,19,0,0,0,0,0,0,0,0,40,36,22,22,12,146.04607365375844,0
2,0,2,0,0,0,0,0,0,0,0,0,0,171,19,0,10,12,9.259130033063155,0
2,0,0,1,1,0,1,0,0,0,0,0,0,16,3,1,1,1,20.857562928828425,0
3,0,0,1,2,0,1,0,0,0,0,0,0,35,3,0,1,1,9.006042090894463,0
2,0,0,0,0,3,1,0,0,0,0,0,0,17,3,0,0,6,55.289872755641696,0
55,0,0,0,0,1,2,3,0,0,0,1,1,7,5,9,15,6,62.30056077686757,0
1,0,6,0,6,0,0,0,0,0,0,0,0,23,12,0,0,1,42.34098050420594,0
6,1,0,4,5,0,0,1,0,1,0,9,1,92,20,1,1,2,566.0711282512104,0
2,0,0,2,3,0,1,9,0,0,0,0,0,14,5,1,1,1,5.308452205289418,0
12,1,0,4,5,0,1,1,0,1,0,9,1,91,23,1,1,1,30.22457534749593,0
1,0,0,1,2,0,0,0,0,0,0,0,0,12,2,0,1,0,27.05766109929668,0
19,1,0,4,5,0,0,1,0,1,0,9,1,89,23,1,1,2,702.1800526816793,0
1,0,0,0,1,0,1,0,0,0,0,1,1,26,2,10,1,1,24.001485184236124,0
10,0,2,19,19,10,0,0,0,0,0,0,0,16,45,22,7,12,127.2493048112159,0
17,0,5,19,0,10,0,1,0,0,0,0,0,9,67,22,22,12,129.5858207295579,0
1,0,0,2,1,0,1,1,0,0,0,0,0,44,0,1,1,1,43.49956760533408,0
0,0,0,0,2,0,0,0,0,0,0,0,0,18,8,1,1,1,125.89398495836073,0
1,0,0,3,3,0,0,1,0,0,0,0,0,31,3,1,1,1,4.4335547044041625,0
